id,sourceType,sourceName,important,publishedAt,sentimentScore,sentimentPolarity,summary
12526710361,web,mobileappdeveloper.com.au,false,2014-12-19T01:21:21.425156Z,0.79499996,positive,\u2026 04/25/att-launches-its-internet-of-things-effort-and-its-pretty-big/ smart-home-in-a-box https://gigaom.com/ 2013/09/12/comcast-gets-a-lot-of-things-right-with-its-xfinity-connected-home-products/ specializes in smart home management https://gigaom \u2026... 

12526694471,web,psychicscomparison.com,false,2014-12-19T01:19:54.84649Z,0.45797768,positive,Last year: he received $3:000 from Comcast and NBC Universal: along with $1:000 from 21st Century Fox... 

12526690001,web,drclaudiocerullo.com,false,2014-12-19T01:19:35.262759Z,0,neutral,Dr. Cerullo\u2019s Interview on Comcast Newsmakers 2014-Bullying & Students... December 17: 2014 by Staff | 1 Comment... 

12526652481,web,drugpolicycentral.com,false,2014-12-19T01:17:10.47991Z,0.51125,positive,customers with access to News 12... 

12526645511,web,pdxpipeline.com,false,2014-12-19T01:16:36.279479Z,0.32,positive,\u2026 Life (Austin and Seattle Sketch Fest) and the Portland classic Famous Mysterious Actor Show (Bumbershoot: Bridgetown and Comcast)\u2013 will be showcasing a fresh crop of characters for a wild comedy hoedown on Saturday: December 20th at the Funhouse \u2026... 

12526632131,web,xconomy.com,false,2014-12-19T01:16:02.732399Z,0,neutral,The remainder is a debt facility from \u2026... 

12526586401,web,financialreview.biz,false,2014-12-19T01:12:43.680291Z,-0.052072365,negative,\u2026 at the MPAA for secretly trying to revive SOPA and going after the search giant Apple: Google: IBM: Dell: Microsoft: Comcast: Oracle: Adobe: Pixar: Nike: AMD: Foxconn and Nvidia CEOs conspired to fix workers wages Postal Worker Allegedly Stole \u2026... 

12526585561,forums,deadaluspark,false,2014-12-19T01:12:32.518456Z,-0.708,negative,They're getting really desperate in this lead up to the merger with TWC: huh?... Thanks for the speed bump: Comcast: I still think you are a steaming pile of shit: and even at twice the speed: my bill is still too high... 

12526583351,web,asiaeu.com,false,2014-12-19T01:12:28.896276Z,0.5961515,positive,\u2026 expand [their] original program offerings.\... u201d The deal makes Hulu: which is a joint venture of Disney: 21st Century Fox and Comcast\u2019s NBCUniversal: the SVOD dwelling to the biggest choice of FX Networks content... 

12526591051,forums,sluggdiddy,false,2014-12-19T01:12:22.729268Z,-0.095,negative,\u2026 government but it is entirely a different kind of thing that you are trying to paint it as... Without regulation ATT (and comcast and verizon etc) are cannibalizing any and all competition right now... 

12526558051,web,nbc29.com,false,2014-12-19T01:11:01.641862Z,0.08625767,neutral,\u2026 federal court earlier this month: on May 15: 2014 Goines' TV was disconnecting and freezing throughout the day... He called Comcast who: after investigating the issue: suggested he call the police... 

